Player_id,Urls,Contains_image,Player,Updated_urls
diallch01,https://www.basketball-reference.com/req/202106291/images/players/diallch01.jpg,1,Cheick Diallo,https://www.basketball-reference.com/req/202106291/images/players/diallch01.jpg
dunnkr01,https://www.basketball-reference.com/req/202106291/images/players/dunnkr01.jpg,1,Kris Dunn,https://www.basketball-reference.com/req/202106291/images/players/dunnkr01.jpg
ellenhe01,https://www.basketball-reference.com/req/202106291/images/players/ellenhe01.jpg,1,Henry Ellenson,https://www.basketball-reference.com/req/202106291/images/players/ellenhe01.jpg
embiijo01,https://www.basketball-reference.com/req/202106291/images/players/embiijo01.jpg,1,Joel Embiid,https://www.basketball-reference.com/req/202106291/images/players/embiijo01.jpg
feldeka01,https://www.basketball-reference.com/req/202106291/images/players/feldeka01.jpg,1,Kay Felder,https://www.basketball-reference.com/req/202106291/images/players/feldeka01.jpg
ferreyo01,https://www.basketball-reference.com/req/202106291/images/players/ferreyo01.jpg,1,Yogi Ferrell,https://www.basketball-reference.com/req/202106291/images/players/ferreyo01.jpg
finnedo01,https://www.basketball-reference.com/req/202106291/images/players/finnedo01.jpg,1,Dorian Finney-Smith,https://www.basketball-reference.com/req/202106291/images/players/finnedo01.jpg
forbebr01,https://www.basketball-reference.com/req/202106291/images/players/forbebr01.jpg,1,Bryn Forbes,https://www.basketball-reference.com/req/202106291/images/players/forbebr01.jpg
garinpa01,https://www.basketball-reference.com/req/202106291/images/players/garinpa01.jpg,1,Patricio Garino,https://www.basketball-reference.com/req/202106291/images/players/garinpa01.jpg
gbinimi01,https://www.basketball-reference.com/req/202106291/images/players/gbinimi01.jpg,1,Michael Gbinije,https://www.basketball-reference.com/req/202106291/images/players/gbinimi01.jpg
georgma01,https://www.basketball-reference.com/req/202106291/images/players/georgma01.jpg,1,Marcus Georges-Hunt,https://www.basketball-reference.com/req/202106291/images/players/georgma01.jpg
gibsojo01,https://www.basketball-reference.com/req/202106291/images/players/gibsojo01.jpg,1,Jonathan Gibson,https://www.basketball-reference.com/req/202106291/images/players/gibsojo01.jpg
grahatr01,https://www.basketball-reference.com/req/202106291/images/players/grahatr01.jpg,1,Treveon Graham,https://www.basketball-reference.com/req/202106291/images/players/grahatr01.jpg
hammoaj01,https://www.basketball-reference.com/req/202106291/images/players/hammoaj01.jpg,1,A.J. Hammons,https://www.basketball-reference.com/req/202106291/images/players/hammoaj01.jpg
harrian01,https://www.basketball-reference.com/req/202106291/images/players/harrian01.jpg,1,Andrew Harrison,https://www.basketball-reference.com/req/202106291/images/players/harrian01.jpg
hernaju01,https://www.basketball-reference.com/req/202106291/images/players/hernaju01.jpg,1,Juancho Hernangómez,https://www.basketball-reference.com/req/202106291/images/players/hernaju01.jpg
hernawi01,https://www.basketball-reference.com/req/202106291/images/players/hernawi01.jpg,1,Willy Hernangómez,https://www.basketball-reference.com/req/202106291/images/players/hernawi01.jpg
hieldbu01,https://www.basketball-reference.com/req/202106291/images/players/hieldbu01.jpg,1,Buddy Hield,https://www.basketball-reference.com/req/202106291/images/players/hieldbu01.jpg
