Season,Team,Lg,Salary,player_id
1993-94,Los Angeles Clippers,NBA,150000,jameshe01
1996-97,Atlanta Hawks,NBA,181100,jameshe01
1997-98,Cleveland Cavaliers,NBA,1000000,jameshe01
Career,(may be incomplete),,2360100,jameshe01
1998-99,Sacramento Kings,NBA,287500,jamesje01
2001-02,Seattle SuperSonics,NBA,465850,jamesje01
2002-03,Seattle SuperSonics,NBA,4546000,jamesje01
2003-04,Seattle SuperSonics,NBA,5000600,jamesje01
2004-05,Seattle SuperSonics,NBA,5455200,jamesje01
2005-06,New York Knicks,NBA,5000000,jamesje01
2006-07,New York Knicks,NBA,5400000,jamesje01
2007-08,New York Knicks,NBA,5800000,jamesje01
2008-09,Chicago Bulls,NBA,6200000,jamesje01
2009-10,Chicago Bulls,NBA,6600000,jamesje01
Career,(may be incomplete),,44755150,jamesje01
2019-20,Sacramento Kings,NBA,898310,jamesju01
2020-21,Sacramento Kings,NBA,1517981,jamesju01
2021-22,New Orleans Pelicans,NBA,95930,jamesju01
2021-22,Utah Jazz,NBA,0,jamesju01
Career,(may be incomplete),,2512221,jamesju01
2003-04,Cleveland Cavaliers,NBA,4018920,jamesle01
2004-05,Cleveland Cavaliers,NBA,4320360,jamesle01
2005-06,Cleveland Cavaliers,NBA,4621800,jamesle01
2006-07,Cleveland Cavaliers,NBA,5828090,jamesle01
2007-08,Cleveland Cavaliers,NBA,13041250,jamesle01
2008-09,Cleveland Cavaliers,NBA,14410581,jamesle01
2009-10,Cleveland Cavaliers,NBA,15779912,jamesle01
2010-11,Miami Heat,NBA,14500000,jamesle01
2011-12,Miami Heat,NBA,16022500,jamesle01
2012-13,Miami Heat,NBA,17545000,jamesle01
2013-14,Miami Heat,NBA,19067500,jamesle01
2014-15,Cleveland Cavaliers,NBA,20644400,jamesle01
2015-16,Cleveland Cavaliers,NBA,22971000,jamesle01
2016-17,Cleveland Cavaliers,NBA,30963450,jamesle01
2017-18,Cleveland Cavaliers,NBA,33285709,jamesle01
2018-19,Los Angeles Lakers,NBA,35654150,jamesle01
2019-20,Los Angeles Lakers,NBA,37436858,jamesle01
2020-21,Los Angeles Lakers,NBA,39219566,jamesle01
2021-22,Los Angeles Lakers,NBA,41180544,jamesle01
Career,(may be incomplete),,390511590,jamesle01
2002-03,Miami Heat,NBA,512435,jamesmi01
2003-04,Boston Celtics,NBA,638679,jamesmi01
2004-05,Milwaukee Bucks,NBA,3100000,jamesmi01
2005-06,Toronto Raptors,NBA,3410000,jamesmi01
2006-07,Minnesota Timberwolves,NBA,5215000,jamesmi01
2007-08,New Orleans Hornets,NBA,5632200,jamesmi01
2008-09,Washington Wizards,NBA,6244093,jamesmi01
2009-10,Washington Wizards,NBA,6466600,jamesmi01
2011-12,Chicago Bulls,NBA,277566,jamesmi01
2012-13,Dallas Mavericks,NBA,795401,jamesmi01
Career,(may be incomplete),,32291974,jamesmi01
2017-18,Phoenix Suns,NBA,87552,jamesmi02
2017-18,New Orleans Pelicans,NBA,0,jamesmi02
2020-21,Brooklyn Nets,NBA,237648,jamesmi02
Career,(may be incomplete),,325200,jamesmi02
1999-00,Miami Heat,NBA,728520,jamesti01
2000-01,Charlotte Hornets,NBA,783120,jamesti01
2001-02,Charlotte Hornets,NBA,837720,jamesti01
2001-02,Philadelphia 76ers,NBA,105532,jamesti01
Career,(may be incomplete),,2454892,jamesti01
1998-99,Golden State Warriors,NBA,1940000,jamisan01
1999-00,Golden State Warriors,NBA,2503800,jamisan01
2000-01,Golden State Warriors,NBA,2678400,jamisan01
2001-02,Golden State Warriors,NBA,3388176,jamisan01
2002-03,Golden State Warriors,NBA,10067750,jamisan01
2003-04,Dallas Mavericks,NBA,11326219,jamisan01
2004-05,Washington Wizards,NBA,12584688,jamisan01
2005-06,Washington Wizards,NBA,13843156,jamisan01
2006-07,Washington Wizards,NBA,15101625,jamisan01
2007-08,Washington Wizards,NBA,16360094,jamisan01
2008-09,Washington Wizards,NBA,9923285,jamisan01
2009-10,Cleveland Cavaliers,NBA,11641095,jamisan01
2010-11,Cleveland Cavaliers,NBA,13358905,jamisan01
2011-12,Cleveland Cavaliers,NBA,15076715,jamisan01
2012-13,Los Angeles Lakers,NBA,1352181,jamisan01
2013-14,Los Angeles Clippers,NBA,1399507,jamisan01
Career,(may be incomplete),,142545596,jamisan01
1999-00,Miami Heat,NBA,301875,jamisha01
2001-02,Los Angeles Clippers,NBA,600000,jamisha01
Career,(may be incomplete),,901875,jamisha01
2002-03,Los Angeles Clippers,NBA,1750000,jaricma01
2003-04,Los Angeles Clippers,NBA,1925000,jaricma01
2004-05,Los Angeles Clippers,NBA,2100000,jaricma01
2005-06,Minnesota Timberwolves,NBA,5000000,jaricma01
2006-07,Minnesota Timberwolves,NBA,5525000,jaricma01
2007-08,Minnesota Timberwolves,NBA,6050000,jaricma01
2008-09,Memphis Grizzlies,NBA,6575000,jaricma01
2009-10,Memphis Grizzlies,NBA,7100000,jaricma01
2010-11,Memphis Grizzlies,NBA,7625000,jaricma01
Career,(may be incomplete),,43650000,jaricma01
2021-22,Houston Rockets,NBA,53176,jarrede01
2021-22,Indiana Pacers,NBA,0,jarrede01
Career,(may be incomplete),,53176,jarrede01
2005-06,Indiana Pacers,NBA,4000000,jasiksa01
2006-07,Golden State Warriors,NBA,4000000,jasiksa01
Career,(may be incomplete),,8000000,jasiksa01
2008-09,Toronto Raptors,NBA,442114,jawaina01
2009-10,Minnesota Timberwolves,NBA,736420,jawaina01
Career,(may be incomplete),,1178534,jawaina01
2004-05,Boston Celtics,NBA,1407240,jeffeal01
2005-06,Boston Celtics,NBA,1512840,jeffeal01
2006-07,Boston Celtics,NBA,1618320,jeffeal01
2007-08,Minnesota Timberwolves,NBA,2480885,jeffeal01
2008-09,Minnesota Timberwolves,NBA,11000000,jeffeal01
2009-10,Minnesota Timberwolves,NBA,12000000,jeffeal01
2010-11,Utah Jazz,NBA,13000000,jeffeal01
2011-12,Utah Jazz,NBA,14000000,jeffeal01
2012-13,Utah Jazz,NBA,15000000,jeffeal01
2013-14,Charlotte Bobcats,NBA,13500000,jeffeal01
2014-15,Charlotte Hornets,NBA,13666667,jeffeal01
2015-16,Charlotte Hornets,NBA,13833333,jeffeal01
2016-17,Indiana Pacers,NBA,10230179,jeffeal01
2017-18,Indiana Pacers,NBA,9769821,jeffeal01
2018-19,Indiana Pacers,NBA,4000000,jeffeal01
Career,(may be incomplete),,137019285,jeffeal01
2017-18,Minnesota Timberwolves,NBA,4608,jeffeam01
2018-19,Orlando Magic,NBA,0,jeffeam01
2019-20,Orlando Magic,NBA,1519851,jeffeam01
Career,(may be incomplete),,1524459,jeffeam01
2002-03,Toronto Raptors,NBA,781800,jeffech01
2003-04,Chicago Bulls,NBA,840360,jeffech01
Career,(may be incomplete),,1622160,jeffech01
2014-15,Brooklyn Nets,NBA,507336,jeffeco01
2015-16,Phoenix Suns,NBA,421449,jeffeco01
Career,(may be incomplete),,928785,jeffeco01
2001-02,New Jersey Nets,NBA,1379400,jefferi01
2002-03,New Jersey Nets,NBA,1482840,jefferi01
2003-04,New Jersey Nets,NBA,1586280,jefferi01
2004-05,New Jersey Nets,NBA,2266794,jefferi01
2005-06,New Jersey Nets,NBA,10200000,jefferi01
2006-07,New Jersey Nets,NBA,11200000,jefferi01
2007-08,New Jersey Nets,NBA,12200000,jefferi01
2008-09,Milwaukee Bucks,NBA,13200000,jefferi01
2009-10,San Antonio Spurs,NBA,14200000,jefferi01
2010-11,San Antonio Spurs,NBA,8400000,jefferi01
2011-12,San Antonio Spurs,NBA,9282000,jefferi01
2012-13,Golden State Warriors,NBA,10164000,jefferi01
2013-14,Utah Jazz,NBA,11046000,jefferi01
2014-15,Dallas Mavericks,NBA,1448490,jefferi01
2015-16,Cleveland Cavaliers,NBA,1499000,jefferi01
2016-17,Cleveland Cavaliers,NBA,2500000,jefferi01
2017-18,Atlanta Hawks,NBA,2500000,jefferi01
2017-18,Denver Nuggets,NBA,1454756,jefferi01
Career,(may be incomplete),,116009560,jefferi01
2019-20,Sacramento Kings,NBA,0,jeffrda01
2020-21,San Antonio Spurs,NBA,1445697,jeffrda01
2021-22,Memphis Grizzlies,NBA,95930,jeffrda01
Career,(may be incomplete),,1541627,jeffrda01
2002-03,Washington Wizards,NBA,1594920,jeffrja01
2003-04,Washington Wizards,NBA,1714440,jeffrja01
2004-05,Washington Wizards,NBA,1834080,jeffrja01
2005-06,Washington Wizards,NBA,2433824,jeffrja01
2006-07,New York Knicks,NBA,5215000,jeffrja01
2007-08,New York Knicks,NBA,5632200,jeffrja01
2008-09,New York Knicks,NBA,6049400,jeffrja01
2009-10,Houston Rockets,NBA,6466600,jeffrja01
2010-11,Houston Rockets,NBA,6883800,jeffrja01
2011-12,New York Knicks,NBA,1229255,jeffrja01
2012-13,Portland Trail Blazers,NBA,1475106,jeffrja01
Career,(may be incomplete),,40528625,jeffrja01
2011-12,Golden State Warriors,NBA,473604,jenkich01
2012-13,Philadelphia 76ers,NBA,762195,jenkich01
Career,(may be incomplete),,1235799,jenkich01
2004-05,Detroit Pistons,NBA,385277,jenkiho01
Career,(may be incomplete),,385277,jenkiho01
2012-13,Atlanta Hawks,NBA,1204560,jenkijo01
2013-14,Atlanta Hawks,NBA,1258800,jenkijo01
2014-15,Atlanta Hawks,NBA,1312920,jenkijo01
2015-16,Phoenix Suns,NBA,981000,jenkijo01
2016-17,Phoenix Suns,NBA,469841,jenkijo01
2018-19,New York Knicks,NBA,585810,jenkijo01
2018-19,Washington Wizards,NBA,99290,jenkijo01
Career,(may be incomplete),,5912221,jenkijo01
2009-10,Milwaukee Bucks,NBA,2168520,jennibr01
2010-11,Milwaukee Bucks,NBA,2331120,jennibr01
2011-12,Milwaukee Bucks,NBA,2493720,jennibr01
2012-13,Milwaukee Bucks,NBA,3179493,jennibr01
2013-14,Detroit Pistons,NBA,7655503,jennibr01
2014-15,Detroit Pistons,NBA,8000000,jennibr01
2015-16,Orlando Magic,NBA,8344497,jennibr01
2016-17,New York Knicks,NBA,4837318,jennibr01
2016-17,Washington Wizards,NBA,1200000,jennibr01
2017-18,Milwaukee Bucks,NBA,297169,jennibr01
Career,(may be incomplete),,40507340,jennibr01
1992-93,Golden State Warriors,NBA,140000,jennike01
1993-94,Golden State Warriors,NBA,250000,jennike01
1994-95,Golden State Warriors,NBA,350000,jennike01
1996-97,Denver Nuggets,NBA,247500,jennike01
Career,(may be incomplete),,987500,jennike01
1994-95,Houston Rockets,NBA,250000,jentch01
1996-97,New York Knicks,NBA,247500,jentch01
Career,(may be incomplete),,497500,jentch01
1990-91,Golden State Warriors,NBA,505000,jepsele01
1991-92,Sacramento Kings,NBA,504000,jepsele01
1992-93,Sacramento Kings,NBA,504000,jepsele01
1993-94,Sacramento Kings,NBA,504000,jepsele01
Career,(may be incomplete),,2017000,jepsele01
2009-10,Detroit Pistons,NBA,457588,jerebjo01
2010-11,Detroit Pistons,NBA,762195,jerebjo01
2011-12,Detroit Pistons,NBA,4500000,jerebjo01
2012-13,Detroit Pistons,NBA,4500000,jerebjo01
2013-14,Detroit Pistons,NBA,4500000,jerebjo01
2014-15,Boston Celtics,NBA,4500000,jerebjo01
2015-16,Boston Celtics,NBA,5000000,jerebjo01
2016-17,Boston Celtics,NBA,5000000,jerebjo01
2017-18,Utah Jazz,NBA,4000000,jerebjo01
2018-19,Golden State Warriors,NBA,2165481,jerebjo01
Career,(may be incomplete),,35385264,jerebjo01
2019-20,Phoenix Suns,NBA,2193480,jeromty01
2020-21,Oklahoma City Thunder,NBA,2303040,jeromty01
2021-22,Oklahoma City Thunder,NBA,2412840,jeromty01
Career,(may be incomplete),,6909360,jeromty01
2013-14,New Orleans Pelicans,NBA,28834,jerregr01
2014-15,Utah Jazz,NBA,816481,jerregr01
2015-16,Utah Jazz,NBA,947276,jerregr01
Career,(may be incomplete),,1792591,jerregr01
2010-11,Sacramento Kings,NBA,473604,jetereu01
Career,(may be incomplete),,473604,jetereu01
2007-08,Milwaukee Bucks,NBA,2777760,jianlyi01
2008-09,New Jersey Nets,NBA,2986080,jianlyi01
2009-10,New Jersey Nets,NBA,3194400,jianlyi01
2010-11,Washington Wizards,NBA,4050499,jianlyi01
2011-12,Dallas Mavericks,NBA,827197,jianlyi01
2016-17,Los Angeles Lakers,NBA,250000,jianlyi01
Career,(may be incomplete),,14085936,jianlyi01
2020-21,Philadelphia 76ers,NBA,898310,joeis01
2021-22,Philadelphia 76ers,NBA,1517981,joeis01
Career,(may be incomplete),,2416291,joeis01
2006-07,Memphis Grizzlies,NBA,412718,johnsal01
2007-08,Miami Heat,NBA,687456,johnsal01
Career,(may be incomplete),,1100174,johnsal01
2018-19,Indiana Pacers,NBA,838464,johnsal02
2019-20,Indiana Pacers,NBA,1416852,johnsal02
2020-21,Brooklyn Nets,NBA,0,johnsal02
2021-22,Chicago Bulls,NBA,705598,johnsal02
2021-22,New Orleans Pelicans,NBA,198760,johnsal02
2021-22,Washington Wizards,NBA,99380,johnsal02
Career,(may be incomplete),,3880641,johnsal02
2005-06,Detroit Pistons,NBA,398762,johnsam01
2006-07,Detroit Pistons,NBA,664209,johnsam01
2007-08,Detroit Pistons,NBA,3666666,johnsam01
2008-09,Detroit Pistons,NBA,3666667,johnsam01
2009-10,Toronto Raptors,NBA,3666666,johnsam01
2010-11,Toronto Raptors,NBA,5000000,johnsam01
2011-12,Toronto Raptors,NBA,5500000,johnsam01
2012-13,Toronto Raptors,NBA,6000000,johnsam01
2013-14,Toronto Raptors,NBA,6500000,johnsam01
2014-15,Toronto Raptors,NBA,7000000,johnsam01
2015-16,Boston Celtics,NBA,12000000,johnsam01
2016-17,Boston Celtics,NBA,12000000,johnsam01
2017-18,Philadelphia 76ers,NBA,11000000,johnsam01
2018-19,Philadelphia 76ers,NBA,2393887,johnsam01
Career,(may be incomplete),,79456857,johnsam01
1997-98,Sacramento Kings,NBA,242000,johnsan02
1998-99,Atlanta Hawks,NBA,1000000,johnsan02
1999-00,Orlando Magic,NBA,1100000,johnsan02
2000-01,Atlanta Hawks,NBA,1200000,johnsan02
2002-03,New Jersey Nets,NBA,699935,johnsan02
2003-04,Indiana Pacers,NBA,813679,johnsan02
2004-05,Indiana Pacers,NBA,2200000,johnsan02
2005-06,Indiana Pacers,NBA,2420000,johnsan02
2006-07,Atlanta Hawks,NBA,2640000,johnsan02
2007-08,Sacramento Kings,NBA,2860000,johnsan02
2008-09,Orlando Magic,NBA,1910000,johnsan02
2009-10,Orlando Magic,NBA,2160000,johnsan02
Career,(may be incomplete),,19245614,johnsan02
2010-11,Portland Trail Blazers,NBA,473604,johnsar02
2011-12,Portland Trail Blazers,NBA,762195,johnsar02
Career,(may be incomplete),,1235799,johnsar02
1988-89,Seattle SuperSonics,NBA,100000,johnsav01
1990-91,San Antonio Spurs,NBA,50000,johnsav01
1992-93,San Antonio Spurs,NBA,140000,johnsav01
1993-94,Golden State Warriors,NBA,300000,johnsav01
1994-95,San Antonio Spurs,NBA,650000,johnsav01
1995-96,San Antonio Spurs,NBA,845000,johnsav01
1996-97,San Antonio Spurs,NBA,1040000,johnsav01
1997-98,San Antonio Spurs,NBA,3000000,johnsav01
1998-99,San Antonio Spurs,NBA,3000000,johnsav01
1999-00,San Antonio Spurs,NBA,3200000,johnsav01
2000-01,San Antonio Spurs,NBA,8000000,johnsav01
2001-02,Denver Nuggets,NBA,4538000,johnsav01
2002-03,Dallas Mavericks,NBA,4991800,johnsav01
2003-04,Golden State Warriors,NBA,5445600,johnsav01
2004-05,Dallas Mavericks,NBA,1100000,johnsav01
Career,(may be incomplete),,36400400,johnsav01
2018-19,Atlanta Hawks,NBA,94742,johnsbj01
2018-19,Sacramento Kings,NBA,47371,johnsbj01
2019-20,Orlando Magic,NBA,0,johnsbj01
2021-22,Orlando Magic,NBA,95930,johnsbj01
Career,(may be incomplete),,238043,johnsbj01
2003-04,Orlando Magic,NBA,44748,johnsbr01
2004-05,Indiana Pacers,NBA,45369,johnsbr01
Career,(may be incomplete),,90117,johnsbr01
2016-17,Los Angeles Clippers,NBA,1273920,johnsbr02
2017-18,Memphis Grizzlies,NBA,1331160,johnsbr02
Career,(may be incomplete),,2605080,johnsbr02
1987-88,Houston Rockets,NBA,195000,johnsbu01
1988-89,Houston Rockets,NBA,220000,johnsbu01
1990-91,Houston Rockets,NBA,675000,johnsbu01
1991-92,Houston Rockets,NBA,775000,johnsbu01
1992-93,Washington Bullets,NBA,550000,johnsbu01
1993-94,Washington Bullets,NBA,715000,johnsbu01
Career,(may be incomplete),,3130000,johnsbu01
2011-12,New Orleans Hornets,NBA,168035,johnsca01
Career,(may be incomplete),,168035,johnsca01
2019-20,Phoenix Suns,NBA,4033440,johnsca02
2020-21,Phoenix Suns,NBA,4235160,johnsca02
2021-22,Phoenix Suns,NBA,4437000,johnsca02
Career,(may be incomplete),,12705600,johnsca02
2010-11,Boston Celtics,NBA,136509,johnsch03
2010-11,Portland Trail Blazers,NBA,27859,johnsch03
2011-12,Portland Trail Blazers,NBA,762195,johnsch03
2012-13,Minnesota Timberwolves,NBA,447298,johnsch03
2013-14,Minnesota Timberwolves,NBA,916099,johnsch03
Career,(may be incomplete),,2289960,johnsch03
2012-13,Memphis Grizzlies,NBA,61290,johnsch04
2014-15,Utah Jazz,NBA,166897,johnsch04
2014-15,Milwaukee Bucks,NBA,107674,johnsch04
2015-16,Utah Jazz,NBA,981348,johnsch04
2017-18,Houston Rockets,NBA,25000,johnsch04
Career,(may be incomplete),,1342209,johnsch04
1984-85,Philadelphia 76ers,NBA,406000,johnscl01
1985-86,Philadelphia 76ers,NBA,412000,johnscl01
1987-88,Seattle SuperSonics,NBA,502000,johnscl01
Career,(may be incomplete),,1320000,johnscl01
1992-93,Portland Trail Blazers,NBA,500000,johnsda01
1993-94,Portland Trail Blazers,NBA,650000,johnsda01
Career,(may be incomplete),,1150000,johnsda01
2012-13,Los Angeles Lakers,NBA,192228,johnsda03
Career,(may be incomplete),,192228,johnsda03
2017-18,Oklahoma City Thunder,NBA,815615,johnsda04
2018-19,Memphis Grizzlies,NBA,459414,johnsda04
2019-20,Memphis Grizzlies,NBA,459414,johnsda04
2020-21,Memphis Grizzlies,NBA,459414,johnsda04
Career,(may be incomplete),,2193857,johnsda04
2021-22,Toronto Raptors,NBA,0,johnsda08
Career,(may be incomplete),,0,johnsda08
1984-85,Boston Celtics,NBA,405000,johnsde01
1985-86,Boston Celtics,NBA,782500,johnsde01
1987-88,Boston Celtics,NBA,832500,johnsde01
1988-89,Boston Celtics,NBA,835500,johnsde01
Career,(may be incomplete),,2855500,johnsde01
1999-00,New York Knicks,NBA,111871,johnsde02
Career,(may be incomplete),,111871,johnsde02
2000-01,Atlanta Hawks,NBA,2107200,johnsde03
2001-02,Atlanta Hawks,NBA,2265240,johnsde03
2002-03,Atlanta Hawks,NBA,2423280,johnsde03
2004-05,Denver Nuggets,NBA,745046,johnsde03
2005-06,Denver Nuggets,NBA,835810,johnsde03
2006-07,Denver Nuggets,NBA,865063,johnsde03
2007-08,San Antonio Spurs,NBA,42203,johnsde03
Career,(may be incomplete),,9283842,johnsde03
1984-85,Atlanta Hawks,NBA,491000,johnsed02
1985-86,Atlanta Hawks,NBA,275000,johnsed02
Career,(may be incomplete),,766000,johnsed02
1984-85,Kansas City Kings,NBA,225000,johnsed03
1985-86,Sacramento Kings,NBA,325000,johnsed03
1987-88,Phoenix Suns,NBA,675000,johnsed03
1988-89,Phoenix Suns,NBA,675000,johnsed03
1990-91,Seattle SuperSonics,NBA,1000000,johnsed03
1991-92,Seattle SuperSonics,NBA,1050000,johnsed03
1992-93,Seattle SuperSonics,NBA,1100000,johnsed03
1993-94,Charlotte Hornets,NBA,1150000,johnsed03
1995-96,Indiana Pacers,NBA,1000000,johnsed03
1996-97,Indiana Pacers,NBA,1200000,johnsed03
1997-98,Houston Rockets,NBA,326700,johnsed03
1997-98,Denver Nuggets,NBA,300000,johnsed03
1999-00,Houston Rockets,NBA,1000000,johnsed03
Career,(may be incomplete),,10026700,johnsed03
1993-94,Seattle SuperSonics,NBA,617000,johnser02
1994-95,Seattle SuperSonics,NBA,716600,johnser02
1995-96,Seattle SuperSonics,NBA,767000,johnser02
1996-97,Denver Nuggets,NBA,1636000,johnser02
1997-98,Milwaukee Bucks,NBA,2281128,johnser02
1998-99,Milwaukee Bucks,NBA,2594000,johnser02
1999-00,Milwaukee Bucks,NBA,2951029,johnser02
2000-01,Milwaukee Bucks,NBA,2700000,johnser02
2001-02,Milwaukee Bucks,NBA,3670929,johnser02
2002-03,Milwaukee Bucks,NBA,3998679,johnser02
2003-04,Minnesota Timberwolves,NBA,4418156,johnser02
2004-05,Minnesota Timberwolves,NBA,4837633,johnser02
2005-06,Milwaukee Bucks,NBA,1138500,johnser02
Career,(may be incomplete),,32326654,johnser02
1984-85,Washington Bullets,NBA,232000,johnsfr01
1985-86,Washington Bullets,NBA,255000,johnsfr01
1987-88,Washington Bullets,NBA,325000,johnsfr01
1988-89,Houston Rockets,NBA,375000,johnsfr01
1992-93,Phoenix Suns,NBA,140000,johnsfr01
1993-94,Phoenix Suns,NBA,500000,johnsfr01
Career,(may be incomplete),,1827000,johnsfr01
1985-86,New Jersey Nets,NBA,70000,johnsge02
1985-86,Seattle SuperSonics,NBA,70000,johnsge02
Career,(may be incomplete),,140000,johnsge02
2011-12,Atlanta Hawks,NBA,473604,johnsiv01
2012-13,Atlanta Hawks,NBA,962195,johnsiv01
2014-15,Dallas Mavericks,NBA,25000,johnsiv01
Career,(may be incomplete),,1460799,johnsiv01
2009-10,Chicago Bulls,NBA,1594080,johnsja01
2010-11,Toronto Raptors,NBA,1713600,johnsja01
2011-12,Toronto Raptors,NBA,1833120,johnsja01
2012-13,Sacramento Kings,NBA,2812006,johnsja01
2014-15,Toronto Raptors,NBA,2500000,johnsja01
2015-16,Toronto Raptors,NBA,2500000,johnsja01
2016-17,Miami Heat,NBA,4000000,johnsja01
2017-18,Miami Heat,NBA,13954000,johnsja01
2018-19,Miami Heat,NBA,14651700,johnsja01
2019-20,Minnesota Timberwolves,NBA,15349400,johnsja01
2020-21,New Orleans Pelicans,NBA,16047100,johnsja01
2021-22,Brooklyn Nets,NBA,2641691,johnsja01
Career,(may be incomplete),,79596697,johnsja01
2011-12,Boston Celtics,NBA,1042320,johnsja02
2012-13,Houston Rockets,NBA,1120440,johnsja02
Career,(may be incomplete),,2162760,johnsja02
2021-22,Atlanta Hawks,NBA,2659560,johnsja05
Career,(may be incomplete),,2659560,johnsja05
2001-02,Boston Celtics,NBA,1608840,johnsjo02
2002-03,Phoenix Suns,NBA,1729560,johnsjo02
2003-04,Phoenix Suns,NBA,1850160,johnsjo02
2004-05,Phoenix Suns,NBA,2358954,johnsjo02
2005-06,Atlanta Hawks,NBA,12000000,johnsjo02
2006-07,Atlanta Hawks,NBA,12744189,johnsjo02
2007-08,Atlanta Hawks,NBA,13488377,johnsjo02
2008-09,Atlanta Hawks,NBA,14232567,johnsjo02
2009-10,Atlanta Hawks,NBA,14976754,johnsjo02
2010-11,Atlanta Hawks,NBA,16324500,johnsjo02
2011-12,Atlanta Hawks,NBA,18038573,johnsjo02
2012-13,Brooklyn Nets,NBA,19752645,johnsjo02
2013-14,Brooklyn Nets,NBA,21466718,johnsjo02
2014-15,Brooklyn Nets,NBA,23180790,johnsjo02
2015-16,Brooklyn Nets,NBA,24894863,johnsjo02
2015-16,Miami Heat,NBA,414481,johnsjo02
2016-17,Utah Jazz,NBA,11000000,johnsjo02
2017-18,Sacramento Kings,NBA,9505000,johnsjo02
2017-18,Houston Rockets,NBA,473835,johnsjo02
2019-20,Detroit Pistons,NBA,220000,johnsjo02
2021-22,Boston Celtics,NBA,151821,johnsjo02
Career,(may be incomplete),,220412627,johnsjo02
1985-86,Portland Trail Blazers,NBA,106000,johnske01
Career,(may be incomplete),,106000,johnske01
1987-88,Phoenix Suns,NBA,536100,johnske02
1988-89,Phoenix Suns,NBA,532000,johnske02
1989-90,Phoenix Suns,NBA,2140000,johnske02
1990-91,Phoenix Suns,NBA,1750000,johnske02
1991-92,Phoenix Suns,NBA,1950000,johnske02
1992-93,Phoenix Suns,NBA,1850000,johnske02
1993-94,Phoenix Suns,NBA,2300000,johnske02
1994-95,Phoenix Suns,NBA,2750000,johnske02
1995-96,Phoenix Suns,NBA,2900000,johnske02
1996-97,Phoenix Suns,NBA,7000000,johnske02
1997-98,Phoenix Suns,NBA,8000000,johnske02
Career,(may be incomplete),,31708100,johnske02
2002-03,Miami Heat,NBA,349458,johnske03
Career,(may be incomplete),,349458,johnske03
2019-20,San Antonio Spurs,NBA,1950600,johnske04
2020-21,San Antonio Spurs,NBA,2048040,johnske04
2021-22,San Antonio Spurs,NBA,2145720,johnske04
Career,(may be incomplete),,6144360,johnske04
2021-22,Portland Trail Blazers,NBA,2553240,johnske07
Career,(may be incomplete),,2553240,johnske07
1991-92,Charlotte Hornets,NBA,1955000,johnsla02
1992-93,Charlotte Hornets,NBA,2540000,johnsla02
1993-94,Charlotte Hornets,NBA,3125000,johnsla02
